name_Sanger,name,Accession.no,Source,Country,year,ST,cluster_poppunk_old,cluster_poppunk_updated,Collection,Continent
27045_7#34,ERR3487829,ERR3487829,human,Thailand,2017,206,3,3,Claire,Asia
27045_7#35,ERR3487830,ERR3487830,human,Thailand,2017,520*,3,3,Claire,Asia
27045_7#36,ERR3487831,ERR3487831,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#37,ERR3487832,ERR3487832,human,Thailand,2017,17,3,3,Claire,Asia
27045_7#38,ERR3487833,ERR3487833,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#39,ERR3487834,ERR3487834,human,Thailand,2017,206,3,3,Claire,Asia
27045_7#4,ERR3487799,ERR3487799,human,Thailand,2017,10,3,3,Claire,Asia
27045_7#40,ERR3487835,ERR3487835,human,Thailand,2017,520,3,3,Claire,Asia
27045_7#41,ERR3487836,ERR3487836,human,Thailand,2017,205,8,8,Claire,Asia
27045_7#42,ERR3487837,ERR3487837,human,Thailand,2017,495,16,16,Claire,Asia
27045_7#43,ERR3487838,ERR3487838,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#44,ERR3487839,ERR3487839,human,Thailand,2017,10,3,3,Claire,Asia
27045_7#45,ERR3487840,ERR3487840,human,Thailand,2017,307,61,61,Claire,Asia
27045_7#46,ERR3487841,ERR3487841,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#47,ERR3487842,ERR3487842,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#48,ERR3487843,ERR3487843,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#49,ERR3487844,ERR3487844,human,Thailand,2017,543,1,1,Claire,Asia
27045_7#5,ERR3487800,ERR3487800,human,Thailand,2017,1830,159,159,Claire,Asia
27045_7#50,ERR3487845,ERR3487845,human,Thailand,2017,208,10,10,Claire,Asia
27045_7#51,ERR3487846,ERR3487846,human,Thailand,2017,1786,3,3,Claire,Asia
27045_7#52,ERR3487847,ERR3487847,human,Thailand,2017,33,4,4,Claire,Asia
27045_7#53,ERR3487848,ERR3487848,human,Thailand,2017,520,3,3,Claire,Asia
27045_7#54,ERR3487849,ERR3487849,human,Thailand,2017,1807,3,3,Claire,Asia
27045_7#55,ERR3487850,ERR3487850,human,Thailand,2017,54,6,6,Claire,Asia
27045_7#56,ERR3487851,ERR3487851,human,Thailand,2017,54,6,6,Claire,Asia
27045_7#57,ERR3487852,ERR3487852,human,Thailand,2017,1845,3,3,Claire,Asia
27045_7#58,ERR3487853,ERR3487853,human,Thailand,2017,512,1,1,Claire,Asia
27045_7#59,ERR3487854,ERR3487854,human,Thailand,2017,163,23,23,Claire,Asia
27045_7#6,ERR3487801,ERR3487801,human,Thailand,2018,1808,108,108,Claire,Asia
27045_7#60,ERR3487855,ERR3487855,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#61,ERR3487856,ERR3487856,human,Thailand,2017,78,3,3,Claire,Asia
27045_7#62,ERR3487857,ERR3487857,human,Thailand,2017,205,30,30,Claire,Asia
27045_7#63,ERR3487858,ERR3487858,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#64,ERR3487859,ERR3487859,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#65,ERR3487860,ERR3487860,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#66,ERR3487861,ERR3487861,human,Thailand,2017,54,6,6,Claire,Asia
27045_7#67,ERR3487862,ERR3487862,human,Thailand,2017,159,3,3,Claire,Asia
27045_7#68,ERR3487863,ERR3487863,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#69,ERR3487864,ERR3487864,human,Thailand,2017,520,3,3,Claire,Asia
27045_7#7,ERR3487802,ERR3487802,human,Thailand,2018,512,1,1,Claire,Asia
27045_7#70,ERR3487865,ERR3487865,human,Thailand,2017,1853,86,86,Claire,Asia
27045_7#71,ERR3487866,ERR3487866,human,Thailand,2017,206,3,3,Claire,Asia
27045_7#72,ERR3487867,ERR3487867,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#73,ERR3487868,ERR3487868,human,Thailand,2017,498,12,12,Claire,Asia
27045_7#74,ERR3487869,ERR3487869,human,Thailand,2017,307,61,61,Claire,Asia
27045_7#75,ERR3487870,ERR3487870,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#76,ERR3487871,ERR3487871,human,Thailand,2017,531,18,18,Claire,Asia
27045_7#77,ERR3487872,ERR3487872,human,Thailand,2017,34*,4,4,Claire,Asia
27045_7#78,ERR3487873,ERR3487873,human,Thailand,2018,54,6,6,Claire,Asia
27045_7#79,ERR3487874,ERR3487874,human,Thailand,2018,654,1,1,Claire,Asia
27045_7#8,ERR3487803,ERR3487803,human,Thailand,2018,1826,7,7,Claire,Asia
27045_7#80,ERR3487875,ERR3487875,human,Thailand,2018,1825,3,3,Claire,Asia
27045_7#81,ERR3487876,ERR3487876,human,Thailand,2018,531,18,18,Claire,Asia
27045_7#82,ERR3487877,ERR3487877,human,Thailand,2018,167,2,2_2,Claire,Asia
27045_7#83,ERR3487878,ERR3487878,human,Thailand,2018,70,1,1,Claire,Asia
27045_7#84,ERR3487879,ERR3487879,human,Thailand,2018,167,2,2_2,Claire,Asia
27045_7#85,ERR3487880,ERR3487880,human,Thailand,2018,15,12,12,Claire,Asia
27045_7#86,ERR3487881,ERR3487881,human,Thailand,2018,522,1,1,Claire,Asia
27045_7#87,ERR3487882,ERR3487882,human,Thailand,2017,685,13,13,Claire,Asia
27045_7#88,ERR3487883,ERR3487883,human,Thailand,2017,154,8,8,Claire,Asia
27045_7#89,ERR3487884,ERR3487884,human,Thailand,2017,203,5,5,Claire,Asia
27045_7#9,ERR3487804,ERR3487804,human,Thailand,2017,208,10,10,Claire,Asia
27045_7#90,ERR3487885,ERR3487885,human,Thailand,2017,288,7,7,Claire,Asia
27045_7#91,ERR3487886,ERR3487886,human,Thailand,2017,1829,72,72,Claire,Asia
27045_7#92,ERR3487887,ERR3487887,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#93,ERR3487888,ERR3487888,human,Thailand,2017,831,9,9,Claire,Asia
27045_7#94,ERR3487889,ERR3487889,human,Thailand,2017,1849,1,1,Claire,Asia
27045_7#95,ERR3487890,ERR3487890,human,Thailand,2017,163,23,23,Claire,Asia
27045_7#96,ERR3487891,ERR3487891,human,Thailand,2017,9,3,3,Claire,Asia
27045_7#97,ERR3487892,ERR3487892,human,Thailand,2017,1817,3,3,Claire,Asia
27045_7#98,ERR3487893,ERR3487893,human,Thailand,2017,93,53,53,Claire,Asia
27045_7#99,ERR3487894,ERR3487894,human,Thailand,2017,1858,1,1,Claire,Asia
27045_8#1,ERR3487987,ERR3487987,human,Thailand,2017,307,13,13,Claire,Asia
27045_8#10,ERR3487996,ERR3487996,human,Thailand,2017,1849,1,1,Claire,Asia
27045_8#100,ERR3488086,ERR3488086,human,Thailand,2017,46,2,2,Claire,Asia
27045_8#101,ERR3488087,ERR3488087,human,Thailand,2017,174,7,7,Claire,Asia
27045_8#102,ERR3488088,ERR3488088,human,Thailand,2017,309,16,16,Claire,Asia
27045_8#103,ERR3488089,ERR3488089,human,Thailand,2017,526,3,3,Claire,Asia
27045_8#104,ERR3488090,ERR3488090,human,Thailand,2017,1811,7,7,Claire,Asia
27045_8#105,ERR3488091,ERR3488091,human,Thailand,2017,1109,160,160,Claire,Asia
27045_8#106,ERR3488092,ERR3488092,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#107,ERR3488093,ERR3488093,human,Thailand,2017,50,2,2,Claire,Asia
27045_8#108,ERR3488094,ERR3488094,human,Thailand,2017,1871,2,2_3,Claire,Asia
27045_8#109,ERR3488095,ERR3488095,human,Thailand,2017,201,1,1,Claire,Asia
27045_8#11,ERR3487997,ERR3487997,human,Thailand,2017,167,2,2_2,Claire,Asia
27045_8#110,ERR3488096,ERR3488096,human,Thailand,2017,306,3,3,Claire,Asia
27045_8#111,ERR3488097,ERR3488097,human,Thailand,2017,93,2,2,Claire,Asia
27045_8#112,ERR3488098,ERR3488098,human,Thailand,2017,9,3,3,Claire,Asia
27045_8#113,ERR3488099,ERR3488099,human,Thailand,2017,10,3,3,Claire,Asia
27045_8#114,ERR3488100,ERR3488100,human,Thailand,2017,167,2,2_2,Claire,Asia
27045_8#115,ERR3488101,ERR3488101,human,Thailand,2017,34,80,80,Claire,Asia
27045_8#116,ERR3488102,ERR3488102,human,Thailand,2017,219,23,23,Claire,Asia
27045_8#117,ERR3488103,ERR3488103,human,Thailand,2017,219,23,23,Claire,Asia
27045_8#118,ERR3488104,ERR3488104,human,Thailand,2017,54,6,6,Claire,Asia
27045_8#119,ERR3488105,ERR3488105,human,Thailand,2017,309,16,16,Claire,Asia
27045_8#12,ERR3487998,ERR3487998,human,Thailand,2017,498,12,12,Claire,Asia
27045_8#120,ERR3488106,ERR3488106,human,Thailand,2017,203,5,5,Claire,Asia
27045_8#121,ERR3488107,ERR3488107,human,Thailand,2017,208,10,10,Claire,Asia
27045_8#122,ERR3488108,ERR3488108,human,Thailand,2017,309,16,16,Claire,Asia
27045_8#123,ERR3488109,ERR3488109,human,Thailand,2017,34,4,4,Claire,Asia
27045_8#124,ERR3488110,ERR3488110,human,Thailand,2017,54,6,6,Claire,Asia
27045_8#125,ERR3488111,ERR3488111,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#126,ERR3488112,ERR3488112,human,Thailand,2017,197,4,4,Claire,Asia
27045_8#127,ERR3488113,ERR3488113,human,Thailand,2018,10,3,3,Claire,Asia
27045_8#128,ERR3488114,ERR3488114,human,Thailand,2018,832,48,48,Claire,Asia
27045_8#129,ERR3488115,ERR3488115,human,Thailand,2018,17,3,3,Claire,Asia
27045_8#13,ERR3487999,ERR3487999,human,Thailand,2017,54,6,6,Claire,Asia
27045_8#130,ERR3488116,ERR3488116,human,Thailand,2018,1842,161,161,Claire,Asia
27045_8#131,ERR3488117,ERR3488117,human,Thailand,2018,180,31,31,Claire,Asia
27045_8#132,ERR3488118,ERR3488118,human,Thailand,2018,34,4,4,Claire,Asia
27045_8#133,ERR3488119,ERR3488119,human,Thailand,2018,183,4,4,Claire,Asia
27045_8#14,ERR3488000,ERR3488000,human,Thailand,2017,306,3,3,Claire,Asia
27045_8#15,ERR3488001,ERR3488001,human,Thailand,2017,307,3,3,Claire,Asia
27045_8#16,ERR3488002,ERR3488002,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#17,ERR3488003,ERR3488003,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#18,ERR3488004,ERR3488004,human,Thailand,2017,931,11,11,Claire,Asia
27045_8#19,ERR3488005,ERR3488005,human,Thailand,2017,10,3,3,Claire,Asia
27045_8#2,ERR3487988,ERR3487988,human,Thailand,2017,1836,13,13,Claire,Asia
27045_8#20,ERR3488006,ERR3488006,human,Thailand,2017,1867,47,47,Claire,Asia
27045_8#21,ERR3488007,ERR3488007,human,Thailand,2017,228,34,34,Claire,Asia
27045_8#22,ERR3488008,ERR3488008,human,Thailand,2017,208,10,10,Claire,Asia
27045_8#23,ERR3488009,ERR3488009,human,Thailand,2017,1812,3,3,Claire,Asia
27045_8#24,ERR3488010,ERR3488010,human,Thailand,2017,33,4,4,Claire,Asia
27045_8#25,ERR3488011,ERR3488011,human,Thailand,2017,1849,1,1,Claire,Asia
27045_8#26,ERR3488012,ERR3488012,human,Thailand,2017,206,3,3,Claire,Asia
27045_8#27,ERR3488013,ERR3488013,human,Thailand,2017,177,8,8,Claire,Asia
27045_8#28,ERR3488014,ERR3488014,human,Thailand,2017,203,5,5,Claire,Asia
27045_8#29,ERR3488015,ERR3488015,human,Thailand,2017,825,31,31,Claire,Asia
27045_8#3,ERR3487989,ERR3487989,human,Thailand,2017,10,3,3,Claire,Asia
27045_8#30,ERR3488016,ERR3488016,human,Thailand,2017,1868,1,1,Claire,Asia
27045_8#31,ERR3488017,ERR3488017,human,Thailand,2017,1860,162,162,Claire,Asia
27045_8#32,ERR3488018,ERR3488018,human,Thailand,2017,1823,1,1,Claire,Asia
27045_8#33,ERR3488019,ERR3488019,human,Thailand,2017,306,3,3,Claire,Asia
27045_8#34,ERR3488020,ERR3488020,human,Thailand,2017,228,73,73,Claire,Asia
27045_8#35,ERR3488021,ERR3488021,human,Thailand,2017,206,3,3,Claire,Asia
27045_8#36,ERR3488022,ERR3488022,human,Thailand,2017,658,5,5,Claire,Asia
27045_8#37,ERR3488023,ERR3488023,human,Thailand,2017,306,3,3,Claire,Asia
27045_8#38,ERR3488024,ERR3488024,human,Thailand,2017,58,2,2_3,Claire,Asia
27045_8#39,ERR3488025,ERR3488025,human,Thailand,2017,58*,2,2_3,Claire,Asia
27045_8#4,ERR3487990,ERR3487990,human,Thailand,2017,219,23,23,Claire,Asia
27045_8#40,ERR3488026,ERR3488026,human,Thailand,2017,1818,3,3,Claire,Asia
27045_8#41,ERR3488027,ERR3488027,human,Thailand,2017,197,4,4,Claire,Asia
27045_8#42,ERR3488028,ERR3488028,human,Thailand,2017,163,109,109,Claire,Asia
27045_8#43,ERR3488029,ERR3488029,human,Thailand,2017,498,12,12,Claire,Asia
27045_8#44,ERR3488030,ERR3488030,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#45,ERR3488031,ERR3488031,human,Thailand,2017,531,18,18,Claire,Asia
27045_8#46,ERR3488032,ERR3488032,human,Thailand,2017,196,9,9,Claire,Asia
27045_8#47,ERR3488033,ERR3488033,human,Thailand,2017,16,26,26,Claire,Asia
27045_8#48,ERR3488034,ERR3488034,human,Thailand,2017,831,9,9,Claire,Asia
27045_8#49,ERR3488035,ERR3488035,human,Thailand,2017,288,7,7,Claire,Asia
27045_8#5,ERR3487991,ERR3487991,human,Thailand,2017,1833,18,18,Claire,Asia
27045_8#50,ERR3488036,ERR3488036,human,Thailand,2017,16,26,26,Claire,Asia
27045_8#51,ERR3488037,ERR3488037,human,Thailand,2017,10,3,3,Claire,Asia
27045_8#52,ERR3488038,ERR3488038,human,Thailand,2017,307,3,3,Claire,Asia
27045_8#53,ERR3488039,ERR3488039,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#54,ERR3488040,ERR3488040,human,Thailand,2017,1849,1,1,Claire,Asia
27045_8#55,ERR3488041,ERR3488041,human,Thailand,2017,512,1,1,Claire,Asia
27045_8#56,ERR3488042,ERR3488042,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#57,ERR3488043,ERR3488043,human,Thailand,2017,58,2,2_3,Claire,Asia
27045_8#58,ERR3488044,ERR3488044,human,Thailand,2017,306,3,3,Claire,Asia
27045_8#59,ERR3488045,ERR3488045,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#6,ERR3487992,ERR3487992,human,Thailand,2017,307,61,61,Claire,Asia
27045_8#60,ERR3488046,ERR3488046,human,Thailand,2017,34,4,4,Claire,Asia
27045_8#61,ERR3488047,ERR3488047,human,Thailand,2017,93,57,57,Claire,Asia
27045_8#62,ERR3488048,ERR3488048,human,Thailand,2017,10,3,3,Claire,Asia
27045_8#63,ERR3488049,ERR3488049,human,Thailand,2017,197,4,4,Claire,Asia
27045_8#64,ERR3488050,ERR3488050,human,Thailand,2018,70,1,1,Claire,Asia
27045_8#65,ERR3488051,ERR3488051,human,Thailand,2018,176,2,2_2,Claire,Asia
27045_8#66,ERR3488052,ERR3488052,human,Thailand,2018,1109,163,163,Claire,Asia
27045_8#67,ERR3488053,ERR3488053,human,Thailand,2018,531,18,18,Claire,Asia
27045_8#68,ERR3488054,ERR3488054,human,Thailand,2018,54,6,6,Claire,Asia
27045_8#69,ERR3488055,ERR3488055,human,Thailand,2017,206,3,3,Claire,Asia
27045_8#7,ERR3487993,ERR3487993,human,Thailand,2017,Novel*,164,164,Claire,Asia
27045_8#70,ERR3488056,ERR3488056,human,Thailand,2017,167,2,2_2,Claire,Asia
27045_8#71,ERR3488057,ERR3488057,human,Thailand,2017,34,80,80,Claire,Asia
27045_8#72,ERR3488058,ERR3488058,human,Thailand,2017,677,28,28,Claire,Asia
27045_8#73,ERR3488059,ERR3488059,human,Thailand,2017,33,4,4,Claire,Asia
27045_8#74,ERR3488060,ERR3488060,human,Thailand,2017,197*,4,4,Claire,Asia
27045_8#75,ERR3488061,ERR3488061,human,Thailand,2017,1847,9,9,Claire,Asia
27045_8#76,ERR3488062,ERR3488062,human,Thailand,2017,219,23,23,Claire,Asia
27045_8#77,ERR3488063,ERR3488063,human,Thailand,2017,156,18,18,Claire,Asia
27045_8#78,ERR3488064,ERR3488064,human,Thailand,2017,Novel*,18,18,Claire,Asia
27045_8#79,ERR3488065,ERR3488065,human,Thailand,2017,10,3,3,Claire,Asia
27045_8#8,ERR3487994,ERR3487994,human,Thailand,2017,58,2,2_3,Claire,Asia
27045_8#80,ERR3488066,ERR3488066,human,Thailand,2017,1804*,110,110,Claire,Asia
27045_8#81,ERR3488067,ERR3488067,human,Thailand,2017,9,3,3,Claire,Asia
27045_8#82,ERR3488068,ERR3488068,human,Thailand,2017,178,11,11,Claire,Asia
27045_8#83,ERR3488069,ERR3488069,human,Thailand,2017,58,2,2_3,Claire,Asia
27045_8#84,ERR3488070,ERR3488070,human,Thailand,2017,1796,74,74,Claire,Asia
27045_8#85,ERR3488071,ERR3488071,human,Thailand,2017,307,3,3,Claire,Asia
27045_8#86,ERR3488072,ERR3488072,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#87,ERR3488073,ERR3488073,human,Thailand,2017,17,3,3,Claire,Asia
27045_8#88,ERR3488074,ERR3488074,human,Thailand,2017,163,58,58,Claire,Asia
27045_8#89,ERR3488075,ERR3488075,human,Thailand,2017,219,23,23,Claire,Asia
27045_8#9,ERR3487995,ERR3487995,human,Thailand,2017,211,165,165,Claire,Asia
27045_8#90,ERR3488076,ERR3488076,human,Thailand,2017,1837,13,13,Claire,Asia
27045_8#91,ERR3488077,ERR3488077,human,Thailand,2017,54,6,6,Claire,Asia
27045_8#92,ERR3488078,ERR3488078,human,Thailand,2017,15,12,12,Claire,Asia
27045_8#93,ERR3488079,ERR3488079,human,Thailand,2017,54,6,6,Claire,Asia
27045_8#94,ERR3488080,ERR3488080,human,Thailand,2017,70,1,1,Claire,Asia
27045_8#95,ERR3488081,ERR3488081,human,Thailand,2017,207,8,8,Claire,Asia
27045_8#96,ERR3488082,ERR3488082,human,Thailand,2017,1257,40,40,Claire,Asia
27045_8#97,ERR3488083,ERR3488083,human,Thailand,2017,831,9,9,Claire,Asia
27045_8#98,ERR3488084,ERR3488084,human,Thailand,2017,1798,2,2,Claire,Asia
27045_8#99,ERR3488085,ERR3488085,human,Thailand,2017,9,3,3,Claire,Asia
27097_8#1,ERR3488120,ERR3488120,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#10,ERR3488129,ERR3488129,human,Thailand,2017,654,1,1,Claire,Asia
27097_8#100,ERR3488219,ERR3488219,human,Thailand,2017,1791,31,31,Claire,Asia
27097_8#101,ERR3488220,ERR3488220,human,Thailand,2017,392,27,27,Claire,Asia
27097_8#102,ERR3488221,ERR3488221,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#103,ERR3488222,ERR3488222,human,Thailand,2017,1795,166,166,Claire,Asia
27097_8#104,ERR3488223,ERR3488223,human,Thailand,2017,211,9,9,Claire,Asia
27097_8#105,ERR3488224,ERR3488224,human,Thailand,2017,1791,31,31,Claire,Asia
27097_8#106,ERR3488225,ERR3488225,human,Thailand,2017,1846,111,111,Claire,Asia
27097_8#107,ERR3488226,ERR3488226,human,Thailand,2017,48,2,2,Claire,Asia
27097_8#108,ERR3488227,ERR3488227,human,Thailand,2017,208,10,10,Claire,Asia
27097_8#109,ERR3488228,ERR3488228,human,Thailand,2017,56,2,2,Claire,Asia
27097_8#11,ERR3488130,ERR3488130,human,Thailand,2017,99,40,40,Claire,Asia
27097_8#110,ERR3488229,ERR3488229,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#111,ERR3488230,ERR3488230,human,Thailand,2017,1091,5,5,Claire,Asia
27097_8#112,ERR3488231,ERR3488231,human,Thailand,2017,1802,8,8,Claire,Asia
27097_8#113,ERR3488232,ERR3488232,human,Thailand,2017,197,4,4,Claire,Asia
27097_8#114,ERR3488233,ERR3488233,human,Thailand,2017,34,4,4,Claire,Asia
27097_8#115,ERR3488234,ERR3488234,human,Thailand,2017,17,3,3,Claire,Asia
27097_8#116,ERR3488235,ERR3488235,human,Thailand,2017,10,3,3,Claire,Asia
27097_8#117,ERR3488236,ERR3488236,human,Thailand,2017,1816,167,167,Claire,Asia
27097_8#118,ERR3488237,ERR3488237,human,Thailand,2017,17,3,3,Claire,Asia
27097_8#119,ERR3488238,ERR3488238,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#12,ERR3488131,ERR3488131,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#120,ERR3488239,ERR3488239,human,Thailand,2017,9,3,3,Claire,Asia
27097_8#121,ERR3488240,ERR3488240,human,Thailand,2017,535,4,4,Claire,Asia
27097_8#122,ERR3488241,ERR3488241,human,Thailand,2017,498,12,12,Claire,Asia
27097_8#123,ERR3488242,ERR3488242,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#124,ERR3488243,ERR3488243,human,Thailand,2017,1855,1,1,Claire,Asia
27097_8#125,ERR3488244,ERR3488244,human,Thailand,2017,205,30,30,Claire,Asia
27097_8#126,ERR3488245,ERR3488245,human,Thailand,2017,1856,1,1,Claire,Asia
27097_8#127,ERR3488246,ERR3488246,human,Thailand,2017,306,3,3,Claire,Asia
27097_8#128,ERR3488247,ERR3488247,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#129,ERR3488248,ERR3488248,human,Thailand,2017,23,3,3,Claire,Asia
27097_8#13,ERR3488132,ERR3488132,human,Thailand,2017,54,6,6,Claire,Asia
27097_8#130,ERR3488249,ERR3488249,human,Thailand,2017,178,11,11,Claire,Asia
27097_8#131,ERR3488250,ERR3488250,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#132,ERR3488251,ERR3488251,human,Thailand,2017,58,2,2_3,Claire,Asia
27097_8#133,ERR3488252,ERR3488252,human,Thailand,2017,535*,4,4,Claire,Asia
27097_8#134,ERR3488253,ERR3488253,human,Thailand,2017,441,60,60,Claire,Asia
27097_8#135,ERR3488254,ERR3488254,human,Thailand,2017,208,10,10,Claire,Asia
27097_8#136,ERR3488255,ERR3488255,human,Thailand,2017,54,6,6,Claire,Asia
27097_8#137,ERR3488256,ERR3488256,human,Thailand,2017,211,9,9,Claire,Asia
27097_8#138,ERR3488257,ERR3488257,human,Thailand,2017,205,30,30,Claire,Asia
27097_8#139,ERR3488258,ERR3488258,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#14,ERR3488133,ERR3488133,human,Thailand,2017,1786,3,3,Claire,Asia
27097_8#140,ERR3488259,ERR3488259,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#141,ERR3488260,ERR3488260,human,Thailand,2017,1532,45,45,Claire,Asia
27097_8#142,ERR3488261,ERR3488261,human,Thailand,2017,178,11,11,Claire,Asia
27097_8#143,ERR3488262,ERR3488262,human,Thailand,2017,208,10,10,Claire,Asia
27097_8#144,ERR3488263,ERR3488263,human,Thailand,2017,1843,3,3,Claire,Asia
27097_8#145,ERR3488264,ERR3488264,human,Thailand,2017,17,3,3,Claire,Asia
27097_8#146,ERR3488265,ERR3488265,human,Thailand,2017,1315,8,8,Claire,Asia
27097_8#147,ERR3488266,ERR3488266,human,Thailand,2017,498,12,12,Claire,Asia
27097_8#148,ERR3488267,ERR3488267,human,Thailand,2017,34,4,4,Claire,Asia
27097_8#149,ERR3488268,ERR3488268,human,Thailand,2017,670,29,29,Claire,Asia
27097_8#15,ERR3488134,ERR3488134,human,Thailand,2017,48,9,9,Claire,Asia
27097_8#150,ERR3488269,ERR3488269,human,Thailand,2017,498,12,12,Claire,Asia
27097_8#151,ERR3488270,ERR3488270,human,Thailand,2017,208,10,10,Claire,Asia
27097_8#152,ERR3488271,ERR3488271,human,Thailand,2017,288,7,7,Claire,Asia
27097_8#153,ERR3488272,ERR3488272,human,Thailand,2017,10,3,3,Claire,Asia
27097_8#154,ERR3488273,ERR3488273,human,Thailand,2017,58,2,2_3,Claire,Asia
27097_8#155,ERR3488274,ERR3488274,human,Thailand,2017,34,4,4,Claire,Asia
27097_8#156,ERR3488275,ERR3488275,human,Thailand,2017,206,3,3,Claire,Asia
27097_8#157,ERR3488276,ERR3488276,human,Thailand,2017,830,3,3,Claire,Asia
27097_8#158,ERR3488277,ERR3488277,human,Thailand,2017,208,10,10,Claire,Asia
27097_8#159,ERR3488278,ERR3488278,human,Thailand,2017,306,3,3,Claire,Asia
27097_8#16,ERR3488135,ERR3488135,human,Thailand,2017,208,10,10,Claire,Asia
27097_8#160,ERR3488279,ERR3488279,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#161,ERR3488280,ERR3488280,human,Thailand,2017,1822,13,13,Claire,Asia
27097_8#162,ERR3488281,ERR3488281,human,Thailand,2017,689,13,13,Claire,Asia
27097_8#163,ERR3488282,ERR3488282,human,Thailand,2017,9,3,3,Claire,Asia
27097_8#164,ERR3488283,ERR3488283,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#165,ERR3488284,ERR3488284,human,Thailand,2017,513,1,1,Claire,Asia
27097_8#166,ERR3488285,ERR3488285,human,Thailand,2017,306,3,3,Claire,Asia
27097_8#167,ERR3488286,ERR3488286,human,Thailand,2017,48,9,9,Claire,Asia
27097_8#168,ERR3488287,ERR3488287,human,Thailand,2017,526,3,3,Claire,Asia
27097_8#169,ERR3488288,ERR3488288,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#17,ERR3488136,ERR3488136,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#170,ERR3488289,ERR3488289,human,Thailand,2017,654,1,1,Claire,Asia
27097_8#171,ERR3488290,ERR3488290,human,Thailand,2017,84,1,1,Claire,Asia
27097_8#172,ERR3488291,ERR3488291,human,Thailand,2017,163,58,58,Claire,Asia
27097_8#173,ERR3488292,ERR3488292,human,Thailand,2017,10,3,3,Claire,Asia
27097_8#174,ERR3488293,ERR3488293,human,Thailand,2017,220,1,1,Claire,Asia
27097_8#175,ERR3488294,ERR3488294,human,Thailand,2017,70,1,1,Claire,Asia
27097_8#176,ERR3488295,ERR3488295,human,Thailand,2017,526,3,3,Claire,Asia
27097_8#177,ERR3488296,ERR3488296,human,Thailand,2017,492,3,3,Claire,Asia
27097_8#178,ERR3488297,ERR3488297,human,Thailand,2017,303,3,3,Claire,Asia
27097_8#179,ERR3488298,ERR3488298,human,Thailand,2017,10,3,3,Claire,Asia
27097_8#18,ERR3488137,ERR3488137,human,Thailand,2017,306,3,3,Claire,Asia
27097_8#180,ERR3488299,ERR3488299,human,Thailand,2017,522,1,1,Claire,Asia
27097_8#181,ERR3488300,ERR3488300,human,Thailand,2017,56,2,2,Claire,Asia
27097_8#182,ERR3488301,ERR3488301,human,Thailand,2017,538,3,3,Claire,Asia
27097_8#183,ERR3488302,ERR3488302,human,Thailand,2017,654,1,1,Claire,Asia
27097_8#184,ERR3488303,ERR3488303,human,Thailand,2017,154,37,37,Claire,Asia
27097_8#185,ERR3488304,ERR3488304,human,Thailand,2017,392,27,27,Claire,Asia
